City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
84,hithadhoo,42,MV,1613008158,80,-0.6,73.0833,81.43,13.8
85,khatanga,1,RU,1613008161,83,71.9667,102.5,-21.75,4.36
86,sernur,100,RU,1613008526,92,56.9333,49.1536,-3.82,10.16
87,chuy,97,UY,1613008159,86,-33.6971,-53.4616,70.02,9.86
88,akyab,0,MM,1613008530,53,20.15,92.9,67.37,5.35
89,shvartsevskiy,91,RU,1613008531,94,54.0961,37.9917,0.12,8.08
90,tarko-sale,100,RU,1613008532,76,64.9225,77.785,-18,10.38
91,chernyakhovsk,83,RU,1613008533,94,54.6335,21.8156,3.06,7.52
92,kamenka,100,RU,1613008535,95,51.3223,42.7678,27,11.21
93,butaritari,100,KI,1613008173,76,3.0707,172.7902,81.7,14.72
94,broome,90,US,1613008174,49,42.2506,-75.833,19.99,4.61
95,polunochnoye,26,RU,1613008538,84,60.8697,60.4153,-23.55,2.17
96,yaan,20,NG,1613008165,34,7.3833,8.5667,75.2,5.73
97,tsumeb,100,NA,1613008541,92,-19.2333,17.7167,64.26,11.25
98,moerai,17,PF,1613008542,61,-22.4333,-151.3333,81.48,4.88
99,laguna,1,US,1613008233,52,38.421,-121.4238,66.2,6.91
100,kolondieba,0,ML,1613008546,20,11.0882,-6.8926,72.68,3.4
101,mbandaka,33,CD,1613008547,55,0.0487,18.2603,73.81,3.76
102,guerrero negro,66,MX,1613008224,71,27.9769,-114.0611,57.61,17.9
103,tabuk,14,PH,1613008549,72,17.4189,121.4443,79.48,4.03
104,fairbanks,1,US,1613008208,72,64.8378,-147.7164,6.8,2.57
105,senno,100,RU,1613008552,83,59.5336,33.9167,0,1.99
106,lavrentiya,0,RU,1613008179,80,65.5833,-171,-25.78,9.28
107,lukovetskiy,40,RU,1613008554,84,64.2956,41.9211,-13,4.47
108,hami,52,CN,1613008179,80,42.8,93.45,30.38,8.61
109,torbay,90,CA,1613008160,68,47.6666,-52.7314,21.99,31.07
110,beloha,100,MG,1613008561,83,-25.1667,45.05,71.02,7.56
111,sorong,91,ID,1613008562,70,-0.8833,131.25,85.14,4.83
112,upernavik,100,GL,1613008173,91,72.7868,-56.1549,-2.4,12.59
113,kodiak,90,US,1613008165,75,57.79,-152.4072,37.4,29.93
114,tual,86,ID,1613008231,77,-5.6667,132.75,83.91,11.9
115,batagay-alyta,26,RU,1613008180,87,67.8006,130.4114,-4.68,2.95
116,bud,100,US,1613008570,86,39.447,-86.1758,19,10.49
117,varniai,97,LT,1613008572,85,55.7406,22.3644,3.2,4.61
118,vila franca do campo,40,PT,1613008229,77,37.7167,-25.4333,59,19.57
119,pochutla,0,MX,1613008574,76,15.7432,-96.4661,79,1.99
120,nome,1,US,1613008215,49,64.5011,-165.4064,-5.8,8.05
121,pisco,40,PE,1613008202,78,-13.7,-76.2167,73.4,12.66
122,bilma,0,NE,1613008578,22,18.6853,12.9164,66.27,6.44
123,dingle,5,PH,1613008227,74,10.9995,122.6711,83.12,3.38
124,namibe,100,AO,1613008530,73,-15.1961,12.1522,72.86,3.65
125,beruwala,5,LK,1613008582,85,6.4788,79.9828,72.16,4.79
126,avera,1,US,1613008583,94,33.194,-82.5271,62.01,3.44
127,yuci,44,CN,1613008585,47,37.6803,112.7319,32,2.24
128,talcahuano,90,CL,1613008587,94,-36.7167,-73.1167,59,5.75
129,nouadhibou,0,MR,1613008588,72,20.931,-17.0347,64.4,18.41
130,tommot,100,RU,1613008208,91,58.9564,126.2925,3.31,1.63
131,tres arroyos,0,AR,1613008590,80,-38.3739,-60.2798,62.92,13.69
132,avarua,100,CK,1613008159,70,-21.2078,-159.775,86,5.75
